seller_id,seller_state,orders,item_price_revenue,avg_review_score,late_rate,avg_freight_per_item
7e1fb0a3ebfb01ffb3a7dae98bf3238d,SP,155,26169.53,4.155688622754491,0.13609467455621302,17.059704142011835
de23c3b98a88888289c6f5cc1209054a,SP,161,25933.670000000002,4.314606741573034,0.0898876404494382,14.86623595505618
9f505651f4a6abe901a56cdc21508025,SP,393,25912.84,4.305687203791469,0.046948356807511735,13.966549295774648
16090f2ca825584b5a147ab24aa30c86,SP,398,25579.16,4.07196029776675,0.10837438423645321,13.312463054187191
b94cc9f10ddc85e4ba73a6f7974e7101,RJ,39,25346.1,4.297297297297297,0.07692307692307693,26.215128205128206
a416b6a846a11724393025641d4edd5e,SP,157,24930.24,4.215909090909091,0.125,16.679318181818182
c003204e1ab016dfa150abc119207b24,SP,195,24904.29,4.44,0.065,23.57085
1c68394e931a64f90ea236c5ea590300,PR,142,24832.75,3.9298245614035086,0.03508771929824561,16.938070175438597
f62d7bb4a613ec758a03342d46b580b2,MG,32,24665.0,4.375,0.125,66.4246875
1900267e848ceeba8fa32d80c1a5f5a8,SP,406,24639.57,3.878640776699029,0.0994263862332696,15.372791586998089
